Block Type,96well,,,
Chemistry,TAQMAN,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.3\experiments\qPCR_brk_2024-11-08.eds,,,
Experiment Run End Time,2024-11-08 12:46:44 PM EST,,,
Instrument Type,steponeplus,,,
Passive Reference,ROX,,,
,,,,
Well,Cycle,Target Name,Rn,?Rn
B3,24,BRK2,0.372651756,-0.001326882
B3,25,BRK2,0.374254018,-0.001098377
B3,26,BRK2,0.375171721,-0.001554431
B3,27,BRK2,0.376229674,-0.001870235
B3,28,BRK2,0.37875253,-0.000721136
B3,29,BRK2,0.380551726,-0.000295696
B3,30,BRK2,0.384168148,0.001946969
B3,31,BRK2,0.390579373,0.006984437
B3,32,BRK2,0.401841611,0.016872918
B3,33,BRK2,0.423555702,0.037213251
B3,34,BRK2,0.462925524,0.07520932
B3,35,BRK2,0.534695745,0.145605788
B3,36,BRK2,0.658206582,0.267742872
B3,37,BRK2,0.847700417,0.455862939
B3,38,BRK2,1.108757257,0.715546012
B3,39,BRK2,1.416231036,1.021646023
B3,40,BRK2,1.740142941,1.34418416
B4,1,BRK2,0.331817687,-0.001333812
B4,2,BRK2,0.33342433,-0.001012656
B4,3,BRK2,0.335152596,-0.000569877
B4,4,BRK2,0.336577624,-0.000430337
B4,5,BRK2,0.338163078,-0.000130371
B4,6,BRK2,0.339567393,-1.15427E-05
B4,7,BRK2,0.340974808,0.000110384
B4,8,BRK2,0.342515141,0.00036523
B4,9,BRK2,0.343838066,0.000402668
B4,10,BRK2,0.345331103,0.000610217
B4,11,BRK2,0.346672535,0.000666162
B4,12,BRK2,0.347649962,0.000358101
B4,13,BRK2,0.349113375,0.000536027
B4,14,BRK2,0.350389481,0.000526645
B4,15,BRK2,0.351307154,0.000158831
B4,16,BRK2,0.352656335,0.000222524
B4,17,BRK2,0.353512317,-0.000206981
B4,18,BRK2,0.354715437,-0.000289349
B4,19,BRK2,0.356018543,-0.000271729
B4,20,BRK2,0.356912673,-0.000663088
B4,21,BRK2,0.358097583,-0.000763665
B4,22,BRK2,0.359149337,-0.000997398
B4,23,BRK2,0.360433519,-0.000998704
B4,24,BRK2,0.361519098,-0.001198612
B4,25,BRK2,0.362663925,-0.001339273
B4,26,BRK2,0.364885151,-0.000403534
B4,27,BRK2,0.367804915,0.001230742
B4,28,BRK2,0.370946586,0.003086926
B4,29,BRK2,0.379248559,0.010103412
B4,30,BRK2,0.393141985,0.02271135
B4,31,BRK2,0.419576824,0.047860701
B4,32,BRK2,0.467617542,0.094615929
B4,33,BRK2,0.554167449,0.179880351
B4,34,BRK2,0.700666428,0.325093836
B4,35,BRK2,0.91903317,0.542175114
B4,36,BRK2,1.206672192,0.828528643
B4,37,BRK2,1.533996463,1.154567361
B4,38,BRK2,1.870160937,1.489446402
B4,39,BRK2,2.177591801,1.795591831
B4,40,BRK2,2.445400238,2.062114716
B5,1,BRK2,0.41587615,0.000467908
B5,2,BRK2,0.417520016,0.001301519
B5,3,BRK2,0.417845964,0.000817212
B5,4,BRK2,0.418550342,0.000711336
B5,5,BRK2,0.419120163,0.000470901
B5,6,BRK2,0.420344442,0.000884926
B5,7,BRK2,0.420786947,0.000517176
B5,8,BRK2,0.421200335,0.000120309
B5,9,BRK2,0.42214033,0.000250049
B5,10,BRK2,0.422849864,0.000149328
B5,11,BRK2,0.423982203,0.000471413
B5,12,BRK2,0.424175292,-0.000145753
B5,13,BRK2,0.424897581,-0.000233719
B5,14,BRK2,0.425575286,-0.000366269
B5,15,BRK2,0.426064432,-0.000687378
B5,16,BRK2,0.426999599,-0.000562466
B5,17,BRK2,0.427934259,-0.00043806
B5,18,BRK2,0.428417832,-0.000764742
B5,19,BRK2,0.429775298,-0.000217531
B5,20,BRK2,0.42998305,-0.000820034
B5,21,BRK2,0.430288404,-0.001324934
B5,22,BRK2,0.431261361,-0.001162233
B5,23,BRK2,0.43238616,-0.000847688
B5,24,BRK2,0.432703674,-0.001340429
B5,25,BRK2,0.433617353,-0.001237004
B5,26,BRK2,0.433714777,-0.001949835
B5,27,BRK2,0.435687959,-0.000786908
B5,28,BRK2,0.437415987,0.000130865
B5,29,BRK2,0.440178037,0.00208266
B5,30,BRK2,0.445184439,0.006278808
B5,31,BRK2,0.453915656,0.014199769
B5,32,BRK2,0.471366316,0.030840175
B5,33,BRK2,0.502624929,0.061288532
B5,34,BRK2,0.564233899,0.122087248
B5,35,BRK2,0.674252391,0.231295481
B5,36,BRK2,0.859090209,0.415323049
B5,37,BRK2,1.141997457,0.697420061
B5,38,BRK2,1.505069137,1.059681416
B5,39,BRK2,1.905623436,1.459425569
B5,40,BRK2,2.297705889,1.850697756
B6,1,BRK2,0.433186591,-0.002763658
B6,2,BRK2,0.435277164,-0.001580806
B6,3,BRK2,0.43718946,-0.000576232
B6,4,BRK2,0.43818596,-0.000487453
B6,5,BRK2,0.439411312,-0.000169823
B6,6,BRK2,0.440640122,0.000151265
B6,7,BRK2,0.441962212,0.000565634
B6,8,BRK2,0.442846447,0.000542147
B6,9,BRK2,0.444164902,0.00095288
B6,10,BRK2,0.444761902,0.000642159
B6,11,BRK2,0.445637167,0.000609701
B6,12,BRK2,0.446315587,0.0003804
B6,13,BRK2,0.447021723,0.000178814
B6,14,BRK2,0.447825789,7.51593E-05
B6,15,BRK2,0.449172854,0.000514503
B6,16,BRK2,0.449651897,8.58234E-05
B6,17,BRK2,0.450175434,-0.000298361
B6,18,BRK2,0.45091936,-0.000462157
B6,19,BRK2,0.451905429,-0.000383809
B6,20,BRK2,0.452658147,-0.000538814
B6,21,BRK2,0.453282416,-0.000822266
B6,22,BRK2,0.453880996,-0.001131408
B6,23,BRK2,0.455193669,-0.000726457
B6,24,BRK2,0.455535978,-0.001291869
B6,25,BRK2,0.456549793,-0.001185775
B6,26,BRK2,0.457448602,-0.001194689
B6,27,BRK2,0.458898842,-0.00065217
B6,28,BRK2,0.460048109,-0.000410624
B6,29,BRK2,0.462638319,0.001271863
B6,30,BRK2,0.466635734,0.004361557
B6,31,BRK2,0.474276811,0.011094912
B6,32,BRK2,0.487903655,0.023814034
B6,33,BRK2,0.513757885,0.048760541
B6,34,BRK2,0.562021971,0.096116908
B6,35,BRK2,0.647957325,0.181144536
B6,36,BRK2,0.791916072,0.324195564
B6,37,BRK2,1.004032969,0.535404742
B6,38,BRK2,1.261868238,0.792332292
B6,39,BRK2,1.533740044,1.063296318
B6,40,BRK2,1.808140635,1.33678925
B7,1,BRK2,0.31997174,0.000154419
B7,2,BRK2,0.321517915,0.000414451
B7,3,BRK2,0.322641551,0.000251945
B7,4,BRK2,0.323375821,-0.000299927
B7,5,BRK2,0.324546784,-0.000415106
B7,6,BRK2,0.32641992,0.000171887
B7,7,BRK2,0.327386349,-0.000147826
B7,8,BRK2,0.329097629,0.000277311
B7,9,BRK2,0.330474973,0.000368513
B7,10,BRK2,0.331802368,0.000409766
B7,11,BRK2,0.33317557,0.000496826
B7,12,BRK2,0.334577322,0.000612436
B7,13,BRK2,0.33561188,0.000360851
B7,14,BRK2,0.336510807,-2.63633E-05
B7,15,BRK2,0.337832272,8.95928E-06
B7,16,BRK2,0.33928439,0.000174935
B7,17,BRK2,0.340799779,0.000404181
B7,18,BRK2,0.341831654,0.000149915
B7,19,BRK2,0.343009323,4.14412E-05
B7,20,BRK2,0.343576819,-0.000677205
B7,21,BRK2,0.344470173,-0.001069993
B7,22,BRK2,0.346339315,-0.000486993
B7,23,BRK2,0.346699744,-0.001412706
B7,24,BRK2,0.3476336,-0.001764992
B7,25,BRK2,0.349213094,-0.001471641
B7,26,BRK2,0.350801766,-0.001169111
B7,27,BRK2,0.352810919,-0.0004461
B7,28,BRK2,0.355378062,0.0008349
B7,29,BRK2,0.3606534,0.004824096
B7,30,BRK2,0.36923787,0.012122424
B7,31,BRK2,0.385592103,0.027190514
B7,32,BRK2,0.415110379,0.055422649
B7,33,BRK2,0.470653683,0.109679811
B7,34,BRK2,0.569851696,0.207591683
B7,35,BRK2,0.733574212,0.370028049
B7,36,BRK2,0.974066854,0.609234571
B7,37,BRK2,1.279648781,0.91353035
B7,38,BRK2,1.620789886,1.253385305
B7,39,BRK2,1.952130795,1.583440065
B7,40,BRK2,2.245249748,1.87527287
B8,1,BRK2,0.328170687,-0.002477666
B8,2,BRK2,0.330298424,-0.001655037
B8,3,BRK2,0.331823498,-0.00143507
B8,4,BRK2,0.333708107,-0.000855568
B8,5,BRK2,0.335327387,-0.000541396
B8,6,BRK2,0.336898685,-0.000275206
B8,7,BRK2,0.338565022,8.6024E-05
B8,8,BRK2,0.340039074,0.000254969
B8,9,BRK2,0.341554761,0.000465548
B8,10,BRK2,0.343383789,0.000989469
B8,11,BRK2,0.344424814,0.000725386
B8,12,BRK2,0.345843345,0.00083881
B8,13,BRK2,0.346950024,0.000640382
B8,14,BRK2,0.348435402,0.000820652
B8,15,BRK2,0.350022227,0.001102369
B8,16,BRK2,0.350738943,0.000513978
B8,17,BRK2,0.351708382,0.00017831
B8,18,BRK2,0.352951884,0.000116705
B8,19,BRK2,0.353789836,-0.000350451
B8,20,BRK2,0.355129004,-0.000316391
B8,21,BRK2,0.356306076,-0.000444426
B8,22,BRK2,0.357361645,-0.000693965
B8,23,BRK2,0.357995272,-0.001365445
B8,24,BRK2,0.359617323,-0.001048501
B8,25,BRK2,0.360929012,-0.001041919
B8,26,BRK2,0.362227768,-0.001048271
B8,27,BRK2,0.364665508,8.43618E-05
B8,28,BRK2,0.368485898,0.002599644
B8,29,BRK2,0.375003994,0.007812632
B8,30,BRK2,0.386272877,0.017776409
B8,31,BRK2,0.407774627,0.03797305
B8,32,BRK2,0.447976202,0.076869518
B8,33,BRK2,0.520843923,0.148432136
B8,34,BRK2,0.646671236,0.272954345
B8,35,BRK2,0.845702887,0.470680892
B8,36,BRK2,1.119236469,0.742909372
B8,37,BRK2,1.446632266,1.069000006
B8,38,BRK2,1.787151814,1.40821445
B8,39,BRK2,2.108356953,1.728114486
B8,40,BRK2,2.386177778,2.004630327
B9,1,BRK2,0.334862977,-0.002614051
B9,2,BRK2,0.338129789,-0.000873675
B9,3,BRK2,0.340094984,-0.000434915
B9,4,BRK2,0.341278434,-0.0007779
B9,5,BRK2,0.343679786,9.70171E-05
B9,6,BRK2,0.344657034,-0.00045217
B9,7,BRK2,0.346607655,-2.79834E-05
B9,8,BRK2,0.348350257,0.000188183
B9,9,BRK2,0.350191176,0.000502667
B9,10,BRK2,0.351326704,0.00011176
B9,11,BRK2,0.353381664,0.000640285
B9,12,BRK2,0.35479781,0.000529997
B9,13,BRK2,0.356078655,0.000284406
B9,14,BRK2,0.357827336,0.000506652
B9,15,BRK2,0.359759033,0.000911914
B9,16,BRK2,0.360475093,0.000101539
B9,17,BRK2,0.362080634,0.000180645
B9,18,BRK2,0.363193452,-0.000232972
B9,19,BRK2,0.364963353,1.04938E-05
B9,20,BRK2,0.366278082,-0.000201212
B9,21,BRK2,0.366901994,-0.001103735
B9,22,BRK2,0.368382961,-0.001149203
B9,23,BRK2,0.36981672,-0.001241878
B9,24,BRK2,0.371518314,-0.00106672
B9,25,BRK2,0.374543816,0.000432347
B9,26,BRK2,0.377828687,0.002190783
B9,27,BRK2,0.385150462,0.007986124
B9,28,BRK2,0.397473454,0.018782681
B9,29,BRK2,0.420892566,0.040675357
B9,30,BRK2,0.465262771,0.083519123
B9,31,BRK2,0.543798983,0.160528898
B9,32,BRK2,0.6771698,0.2923733
B9,33,BRK2,0.885812521,0.499489576
B9,34,BRK2,1.164218664,0.776369274
B9,35,BRK2,1.491340637,1.101964831
B9,36,BRK2,1.823078394,1.432176113
B9,37,BRK2,2.132530451,1.740101814
B9,38,BRK2,2.398914337,2.004959106
B9,39,BRK2,2.612388372,2.216906786
B9,40,BRK2,2.763627529,2.366619587
B10,1,BRK2,0.409447312,0.00363424
B10,2,BRK2,0.408975989,0.002594584
B10,3,BRK2,0.408712268,0.001762531
B10,4,BRK2,0.409163773,0.001645703
B10,5,BRK2,0.409094781,0.001008378
B10,6,BRK2,0.409244657,0.000589922
B10,7,BRK2,0.409873933,0.000650865
B10,8,BRK2,0.410056859,0.00026546
B10,9,BRK2,0.410002083,-0.000357649
B10,10,BRK2,0.410374492,-0.000553572
B10,11,BRK2,0.410558939,-0.000937458
B10,12,BRK2,0.411665827,-0.000398902
B10,13,BRK2,0.412092149,-0.000540913
B10,14,BRK2,0.412294865,-0.00090653
B10,15,BRK2,0.412407875,-0.001361852
B10,16,BRK2,0.413628846,-0.000709213
B10,17,BRK2,0.413320839,-0.001585552
B10,18,BRK2,0.414517611,-0.000957113
B10,19,BRK2,0.415419221,-0.000623835
B10,20,BRK2,0.415375561,-0.001235828
B10,21,BRK2,0.416595042,-0.00058468
B10,22,BRK2,0.4173069,-0.000441154
B10,23,BRK2,0.417363584,-0.000952802
B10,24,BRK2,0.418484867,-0.000399852
B10,25,BRK2,0.419398338,-5.47134E-05
B10,26,BRK2,0.420535028,0.000513645
B10,27,BRK2,0.422733098,0.002143382
B10,28,BRK2,0.42517978,0.004021731
B10,29,BRK2,0.431441128,0.009714748
B10,30,BRK2,0.44262141,0.020326696
B10,31,BRK2,0.464158863,0.041295819
B10,32,BRK2,0.504784107,0.081352726
B10,33,BRK2,0.579196215,0.155196503
B10,34,BRK2,0.713504374,0.288936317
B10,35,BRK2,0.932967126,0.507830739
B10,36,BRK2,1.251881123,0.826176405
B10,37,BRK2,1.642865181,1.216592193
B10,38,BRK2,2.064432144,1.637590766
B10,39,BRK2,2.458039761,2.030630112
B10,40,BRK2,2.794221878,2.366243839
B11,1,BRK2,0.411908448,0.004181318
B11,2,BRK2,0.411684334,0.003371652
B11,3,BRK2,0.411506206,0.002607971
B11,4,BRK2,0.411485404,0.002001616
B11,5,BRK2,0.410966277,0.000896936
B11,6,BRK2,0.41158846,0.000933567
B11,7,BRK2,0.412098765,0.000858319
B11,8,BRK2,0.412437558,0.000611559
B11,9,BRK2,0.411520481,-0.000891071
B11,10,BRK2,0.412007153,-0.000989952
B11,11,BRK2,0.413540304,-4.23542E-05
B11,12,BRK2,0.412864983,-0.001303228
B11,13,BRK2,0.413647115,-0.001106648
B11,14,BRK2,0.413717002,-0.001622315
B11,15,BRK2,0.414109915,-0.001814954
B11,16,BRK2,0.414916635,-0.001593788
B11,17,BRK2,0.415888071,-0.001207904
B11,18,BRK2,0.417173177,-0.000508351
B11,19,BRK2,0.418239951,-2.71296E-05
B11,20,BRK2,0.417461246,-0.001391387
B11,21,BRK2,0.418196291,-0.001241896
B11,22,BRK2,0.419095874,-0.000927865
B11,23,BRK2,0.419655532,-0.000953761
B11,24,BRK2,0.420428067,-0.000766778
B11,25,BRK2,0.422129452,0.000349054
B11,26,BRK2,0.423680693,0.001314742
B11,27,BRK2,0.424808174,0.001856671
B11,28,BRK2,0.428496003,0.004958947
B11,29,BRK2,0.43585059,0.011727981
B11,30,BRK2,0.449853629,0.025145467
B11,31,BRK2,0.47357288,0.048279166
B11,32,BRK2,0.521571517,0.095692247
B11,33,BRK2,0.608399451,0.181934625
B11,34,BRK2,0.760900199,0.333849818
B11,35,BRK2,1.008164525,0.580528617
B11,36,BRK2,1.347313046,0.919091582
B11,37,BRK2,1.751208305,1.322401285
B11,38,BRK2,2.170232534,1.740839958
B11,39,BRK2,2.555855274,2.125877142
B11,40,BRK2,2.894435406,2.463871717
B12,1,BRK2,0.434963405,-0.003269739
B12,2,BRK2,0.439012527,0.000481873
B12,3,BRK2,0.439238489,0.000410324
B12,4,BRK2,0.440582961,0.001457285
B12,5,BRK2,0.440980524,0.001557337
B12,6,BRK2,0.440475076,0.000754379
B12,7,BRK2,0.440537244,0.000519036
B12,8,BRK2,0.440701336,0.000385617
B12,9,BRK2,0.440363169,-0.000250061
B12,10,BRK2,0.440799236,-0.000111504
B12,11,BRK2,0.441248894,4.06431E-05
B12,12,BRK2,0.441597492,9.17301E-05
B12,13,BRK2,0.441250086,-0.000553186
B12,14,BRK2,0.44152835,-0.000572433
B12,15,BRK2,0.441824704,-0.000573589
B12,16,BRK2,0.442027986,-0.000667818
B12,17,BRK2,0.442455947,-0.000537367
B12,18,BRK2,0.443036348,-0.000254478
B12,19,BRK2,0.443026543,-0.000561794
B12,20,BRK2,0.443139911,-0.000745936
B12,21,BRK2,0.443699062,-0.000484296
B12,22,BRK2,0.443440259,-0.00104061
B12,23,BRK2,0.443894267,-0.000884112
B12,24,BRK2,0.443902731,-0.001173159
B12,25,BRK2,0.444688171,-0.000685229
B12,26,BRK2,0.445472956,-0.000197955
B12,27,BRK2,0.445475578,-0.000492844
B12,28,BRK2,0.446106851,-0.000159081
B12,29,BRK2,0.446651101,8.76579E-05
B12,30,BRK2,0.446206957,-0.000653997
B12,31,BRK2,0.447197527,3.9062E-05
B12,32,BRK2,0.448186547,0.000730571
B12,33,BRK2,0.448441327,0.000687841
B12,34,BRK2,0.448443919,0.000392923
B12,35,BRK2,0.448803574,0.000455066
B12,36,BRK2,0.449277043,0.000631025
B12,37,BRK2,0.450254619,0.00131109
B12,38,BRK2,0.449709475,0.000468435
B12,39,BRK2,0.450117975,0.000579425
B12,40,BRK2,0.450692266,0.000856205
C1,1,BRK2,0.411049217,-0.006196895
C1,2,BRK2,0.416575223,-0.001530252
C1,3,BRK2,0.418966979,2.14143E-06
C1,4,BRK2,0.419924796,0.000100596
C1,5,BRK2,0.421546817,0.000863254
C1,6,BRK2,0.421972305,0.00042938
C1,7,BRK2,0.422983706,0.000581419
C1,8,BRK2,0.42396614,0.00070449
C1,9,BRK2,0.424127966,6.95358E-06
C1,10,BRK2,0.42496267,-1.77055E-05
C1,11,BRK2,0.426214188,0.000374451
C1,12,BRK2,0.427189916,0.000490816
C1,13,BRK2,0.428619862,0.001061399
C1,14,BRK2,0.42774412,-0.000673705
C1,15,BRK2,0.429135889,-0.000141299
C1,16,BRK2,0.429676116,-0.000460435
C1,17,BRK2,0.430923343,-7.25702E-05
C1,18,BRK2,0.431320935,-0.00053434
C1,19,BRK2,0.431569427,-0.001145211
C1,20,BRK2,0.433063656,-0.000510344
C1,21,BRK2,0.432442755,-0.001990609
C1,22,BRK2,0.43365556,-0.001637166
C1,23,BRK2,0.435091406,-0.001060682
C1,24,BRK2,0.435125321,-0.001886129
C1,25,BRK2,0.436531723,-0.001339091
C1,26,BRK2,0.437333226,-0.00139695
C1,27,BRK2,0.438901216,-0.000688322
C1,28,BRK2,0.442796797,0.002347896
C1,29,BRK2,0.447900027,0.006591764
C1,30,BRK2,0.457551181,0.015383556
C1,31,BRK2,0.476662427,0.033635437
C1,32,BRK2,0.513005435,0.069119081
C1,33,BRK2,0.579498589,0.13475287
C1,34,BRK2,0.69869411,0.253089041
C1,35,BRK2,0.899297059,0.452832609
C1,36,BRK2,1.197762847,0.750439048
C1,37,BRK2,1.578289032,1.130105853
C1,38,BRK2,1.991879225,1.542836666
C1,39,BRK2,2.39333272,1.943430781
C1,40,BRK2,2.746892929,2.296131611
C2,1,BRK2,0.391056418,0.001293563
C2,2,BRK2,0.391162872,0.000591865
C2,3,BRK2,0.391237706,-0.000141452
C2,4,BRK2,0.392936021,0.000748712
C2,5,BRK2,0.393496841,0.00050138
C2,6,BRK2,0.394317746,0.000514134
C2,7,BRK2,0.394658387,4.66233E-05
C2,8,BRK2,0.39549312,7.32052E-05
C2,9,BRK2,0.396624774,0.000396708
C2,10,BRK2,0.396714419,-0.000321798
C2,11,BRK2,0.398077816,0.000233447
C2,12,BRK2,0.398546278,-0.000106242
C2,13,BRK2,0.39924565,-0.000215022
C2,14,BRK2,0.400327086,5.82638E-05
C2,15,BRK2,0.400798947,-0.000278027
C2,16,BRK2,0.401595414,-0.000289712
C2,17,BRK2,0.402634859,-5.84174E-05
C2,18,BRK2,0.403615057,0.00011363
C2,19,BRK2,0.403684556,-0.000625023
C2,20,BRK2,0.404155463,-0.000962267
C2,21,BRK2,0.405146539,-0.000779343
C2,22,BRK2,0.406002581,-0.000731452
C2,23,BRK2,0.406471342,-0.001070842
C2,24,BRK2,0.407315433,-0.001034903
C2,25,BRK2,0.408300459,-0.000858028
C2,26,BRK2,0.409659445,-0.000307193
C2,27,BRK2,0.411898881,0.001124092
C2,28,BRK2,0.415552467,0.003969526
C2,29,BRK2,0.421817273,0.00942618
C2,30,BRK2,0.43366608,0.020466836
C2,31,BRK2,0.456767768,0.042760372
C2,32,BRK2,0.500242352,0.085426807
C2,33,BRK2,0.579953969,0.164330274
C2,34,BRK2,0.721807957,0.305376112
C2,35,BRK2,0.950078547,0.532838523
C2,36,BRK2,1.27196908,0.853920937
C2,37,BRK2,1.660745144,1.241888881
C2,38,BRK2,2.06793642,1.648271918
C2,39,BRK2,2.447599411,2.027126789
C2,40,BRK2,2.767614365,2.346333504
C3,1,BRK2,0.338165373,-0.003824484
C3,2,BRK2,0.339454055,-0.003896874
C3,3,BRK2,0.34213388,-0.002578122
C3,4,BRK2,0.343945324,-0.002127749
C3,5,BRK2,0.346385211,-0.001048935
C3,6,BRK2,0.348246187,-0.000549032
C3,7,BRK2,0.349931329,-0.000224962
C3,8,BRK2,0.351701677,0.000184313
C3,9,BRK2,0.35379377,0.000915334
C3,10,BRK2,0.355312318,0.001072809
C3,11,BRK2,0.356592476,0.000991895
C3,12,BRK2,0.358044028,0.001082374
C3,13,BRK2,0.359932959,0.001610233
C3,14,BRK2,0.36160329,0.001919491
C3,15,BRK2,0.362210304,0.001165432
C3,16,BRK2,0.363903552,0.001497608
C3,17,BRK2,0.365154177,0.001387161
C3,18,BRK2,0.36551407,0.000385981
C3,19,BRK2,0.367526591,0.001037429
C3,20,BRK2,0.367961138,0.000110905
C3,21,BRK2,0.368648738,-0.000562569
C3,22,BRK2,0.370220512,-0.000351867
C3,23,BRK2,0.371127516,-0.000805935
C3,24,BRK2,0.37213257,-0.001161954
C3,25,BRK2,0.372858167,-0.00179743
C3,26,BRK2,0.374030918,-0.001985751
C3,27,BRK2,0.375841409,-0.001536333
C3,28,BRK2,0.377194285,-0.001544529
C3,29,BRK2,0.379943192,-0.000156695
C3,30,BRK2,0.384531856,0.003070896
C3,31,BRK2,0.391960621,0.00913859
C3,32,BRK2,0.407123744,0.022940641
C3,33,BRK2,0.434453338,0.048909161
C3,34,BRK2,0.48471719,0.097811945
C3,35,BRK2,0.573393166,0.185126841
C3,36,BRK2,0.719632566,0.330005169
C3,37,BRK2,0.935704589,0.54471612
C3,38,BRK2,1.208633065,0.816283524
C3,39,BRK2,1.512270331,1.118559718
C3,40,BRK2,1.807987213,1.412915587
C4,1,BRK2,0.336524725,-0.000660547
C4,2,BRK2,0.337868631,-0.000543334
C4,3,BRK2,0.339503676,-0.000134981
C4,4,BRK2,0.340968639,0.000103289
C4,5,BRK2,0.341852367,-0.000239675
C4,6,BRK2,0.343819886,0.000501152
C4,7,BRK2,0.344974637,0.00042921
C4,8,BRK2,0.346272528,0.000500409
C4,9,BRK2,0.34748438,0.000485569
C4,10,BRK2,0.348508626,0.000283122
C4,11,BRK2,0.349852473,0.000400276
C4,12,BRK2,0.350679398,5.08912E-07
C4,13,BRK2,0.352398992,0.000493411
C4,14,BRK2,0.353405535,0.000273262
C4,15,BRK2,0.354619324,0.000260358
C4,16,BRK2,0.355463207,-0.000122452
C4,17,BRK2,0.356633455,-0.000178896
C4,18,BRK2,0.357516795,-0.000522248
C4,19,BRK2,0.358380109,-0.000885626
C4,20,BRK2,0.359289557,-0.001202871
C4,21,BRK2,0.360465586,-0.001253534
C4,22,BRK2,0.361615896,-0.001329917
C4,23,BRK2,0.362670422,-0.001502083
C4,24,BRK2,0.363845497,-0.0015537
C4,25,BRK2,0.365702808,-0.000923082
C4,26,BRK2,0.367386192,-0.00046639
C4,27,BRK2,0.370128959,0.001049685
C4,28,BRK2,0.375841171,0.005535203
C4,29,BRK2,0.385079533,0.013546873
C4,30,BRK2,0.401488155,0.028728804
C4,31,BRK2,0.43348518,0.059499137
C4,32,BRK2,0.49230653,0.117093794
C4,33,BRK2,0.596627712,0.22018829
C4,34,BRK2,0.765804291,0.388138175
C4,35,BRK2,1.013345122,0.634452283
C4,36,BRK2,1.322523117,0.942403615
C4,37,BRK2,1.660185575,1.27883935
C4,38,BRK2,1.990289807,1.607716918
C4,39,BRK2,2.285983562,1.90218401
C4,40,BRK2,2.525729418,2.140703201
C5,1,BRK2,0.416750014,-0.001401711
C5,2,BRK2,0.418215632,-0.000864977
C5,3,BRK2,0.419742465,-0.000267028
C5,4,BRK2,0.420547277,-0.0003911
C5,5,BRK2,0.422533303,0.000666042
C5,6,BRK2,0.423332095,0.00053595
C5,7,BRK2,0.424287736,0.000562707
C5,8,BRK2,0.424999684,0.000345771
C5,9,BRK2,0.4260391,0.000456303
C5,10,BRK2,0.427270412,0.000758731
C5,11,BRK2,0.427389592,-5.0973E-05
C5,12,BRK2,0.428639889,0.00027044
C5,13,BRK2,0.429427713,0.00012938
C5,14,BRK2,0.430445522,0.000218305
C5,15,BRK2,0.431387484,0.000231383
C5,16,BRK2,0.432049602,-3.53825E-05
C5,17,BRK2,0.432702363,-0.000311506
C5,18,BRK2,0.433200181,-0.000742572
C5,19,BRK2,0.434431612,-0.000440024
C5,20,BRK2,0.435250819,-0.000549702
C5,21,BRK2,0.436022788,-0.000706616
C5,22,BRK2,0.436911613,-0.000746676
C5,23,BRK2,0.437554598,-0.001032575
C5,24,BRK2,0.438340098,-0.001175959
C5,25,BRK2,0.439328671,-0.00111627
C5,26,BRK2,0.440406084,-0.00096774
C5,27,BRK2,0.44092986,-0.001372849
C5,28,BRK2,0.44282034,-0.000411252
C5,29,BRK2,0.443611652,-0.000548825
C5,30,BRK2,0.446629167,0.001539806
C5,31,BRK2,0.451170474,0.00515223
C5,32,BRK2,0.459475547,0.012528419
C5,33,BRK2,0.474775672,0.02689966
C5,34,BRK2,0.503798664,0.054993767
C5,35,BRK2,0.559180081,0.109446302
C5,36,BRK2,0.659516394,0.208853737
C5,37,BRK2,0.830622077,0.379030526
C5,38,BRK2,1.092113495,0.639593065
C5,39,BRK2,1.440075397,0.986626089
C5,40,BRK2,1.83320725,1.378829002
C6,1,BRK2,0.442428857,-0.000117772
C6,2,BRK2,0.442175776,-0.001215293
C6,3,BRK2,0.443755567,-0.00047994
C6,4,BRK2,0.445280224,0.000200278
C6,5,BRK2,0.445825696,-9.86896E-05
C6,6,BRK2,0.446879804,0.00011098
C6,7,BRK2,0.448004335,0.000391071
C6,8,BRK2,0.448679,0.000221297
C6,9,BRK2,0.449628353,0.000326211
C6,10,BRK2,0.450932264,0.000785683
C6,11,BRK2,0.451174796,0.000183776
C6,12,BRK2,0.452538311,0.000702852
C6,13,BRK2,0.453147143,0.000467245
C6,14,BRK2,0.453234851,-0.000289486
C6,15,BRK2,0.45437634,7.5637E-06
C6,16,BRK2,0.455115199,-9.80162E-05
C6,17,BRK2,0.456148118,9.04634E-05
C6,18,BRK2,0.456850737,-5.13561E-05
C6,19,BRK2,0.45758009,-0.000166443
C6,20,BRK2,0.458206207,-0.000384765
C6,21,BRK2,0.458685845,-0.000749565
C6,22,BRK2,0.459755003,-0.000524846
C6,23,BRK2,0.459722161,-0.001402127
C6,24,BRK2,0.460734218,-0.001234509
C6,25,BRK2,0.461708724,-0.001104442
C6,26,BRK2,0.462531686,-0.00112592
C6,27,BRK2,0.463200033,-0.001302012
C6,28,BRK2,0.464903444,-0.00044304
C6,29,BRK2,0.467226416,0.001035493
C6,30,BRK2,0.471967608,0.004932246
C6,31,BRK2,0.479506284,0.011626483
C6,32,BRK2,0.493879855,0.025155615
C6,33,BRK2,0.52183497,0.052266289
C6,34,BRK2,0.574001908,0.10358879
C6,35,BRK2,0.667586744,0.196329191
C6,36,BRK2,0.825741589,0.353639603
C6,37,BRK2,1.064739108,0.591792643
