Block Type,96well,,,
Chemistry,TAQMAN,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.3\experiments\qPCR_brk_2024-11-08.eds,,,
Experiment Run End Time,2024-11-08 12:46:44 PM EST,,,
Instrument Type,steponeplus,,,
Passive Reference,ROX,,,
,,,,
Well,Cycle,Target Name,Rn,?Rn
C6,38,BRK2,1.367433667,0.893642783
C6,39,BRK2,1.686986208,1.212350845
C6,40,BRK2,1.998135686,1.522655964
C7,1,BRK2,0.399367303,0.001178974
C7,2,BRK2,0.399474859,0.000478549
C7,3,BRK2,0.400207222,0.000402929
C7,4,BRK2,0.401467294,0.000855019
C7,5,BRK2,0.402200639,0.000780383
C7,6,BRK2,0.402906328,0.00067809
C7,7,BRK2,0.403787315,0.000751094
C7,8,BRK2,0.404877871,0.001033668
C7,9,BRK2,0.405287415,0.00063523
C7,10,BRK2,0.40578118,0.000321013
C7,11,BRK2,0.406424403,0.000156254
C7,12,BRK2,0.407213718,0.000137586
C7,13,BRK2,0.407521844,-0.00036227
C7,14,BRK2,0.408196718,-0.000495378
C7,15,BRK2,0.409030974,-0.000469104
C7,16,BRK2,0.409292519,-0.001015541
C7,17,BRK2,0.409929633,-0.001186409
C7,18,BRK2,0.410899013,-0.001025011
C7,19,BRK2,0.411327124,-0.001404882
C7,20,BRK2,0.412221193,-0.001318795
C7,21,BRK2,0.412882477,-0.001465493
C7,22,BRK2,0.413434356,-0.001721596
C7,23,BRK2,0.414100677,-0.001863258
C7,24,BRK2,0.415426552,-0.001345364
C7,25,BRK2,0.416588068,-0.000991831
C7,26,BRK2,0.417748749,-0.000639131
C7,27,BRK2,0.419367343,0.00017148
C7,28,BRK2,0.423290193,0.003286348
C7,29,BRK2,0.426906794,0.006094967
C7,30,BRK2,0.436214924,0.014595115
C7,31,BRK2,0.453141272,0.03071348
C7,32,BRK2,0.485187024,0.06195125
C7,33,BRK2,0.54621768,0.122173928
C7,34,BRK2,0.654122591,0.229270861
C7,35,BRK2,0.839517474,0.413857758
C7,36,BRK2,1.119825363,0.693357646
C7,37,BRK2,1.49211657,1.064840913
C7,38,BRK2,1.912136436,1.484052777
C7,39,BRK2,2.329993486,1.901101828
C7,40,BRK2,2.708706379,2.27900672
C8,1,BRK2,0.334308863,-0.000691755
C8,2,BRK2,0.335443139,-0.00095969
C8,3,BRK2,0.337122858,-0.000682184
C8,4,BRK2,0.338919878,-0.000287376
C8,5,BRK2,0.34025088,-0.000358586
C8,6,BRK2,0.341904372,-0.000107306
C8,7,BRK2,0.3434048,-9.09045E-06
C8,8,BRK2,0.345093369,0.000277267
C8,9,BRK2,0.346369535,0.00015122
C8,10,BRK2,0.348048151,0.000427624
C8,11,BRK2,0.349527568,0.000504829
C8,12,BRK2,0.351096869,0.000671918
C8,13,BRK2,0.352247447,0.000420284
C8,14,BRK2,0.353890806,0.000661431
C8,15,BRK2,0.355027199,0.000395612
C8,16,BRK2,0.356329173,0.000295374
C8,17,BRK2,0.357585549,0.000149538
C8,18,BRK2,0.358843744,5.52026E-06
C8,19,BRK2,0.360348076,0.00010764
C8,20,BRK2,0.361275882,-0.000366766
C8,21,BRK2,0.362341464,-0.000703396
C8,22,BRK2,0.363488019,-0.000959054
C8,23,BRK2,0.364838302,-0.001010982
C8,24,BRK2,0.366157383,-0.001094114
C8,25,BRK2,0.367413729,-0.001239979
C8,26,BRK2,0.369375139,-0.000680781
C8,27,BRK2,0.371964812,0.00050668
C8,28,BRK2,0.375785023,0.002924678
C8,29,BRK2,0.382962346,0.008699789
C8,30,BRK2,0.395716131,0.020051362
C8,31,BRK2,0.42023626,0.043169279
C8,32,BRK2,0.464854062,0.08638487
C8,33,BRK2,0.546366751,0.166495353
C8,34,BRK2,0.684058428,0.302784801
C8,35,BRK2,0.897535861,0.514860034
C8,36,BRK2,1.18062377,0.796545744
C8,37,BRK2,1.510102868,1.124622583
C8,38,BRK2,1.845908999,1.459026575
C8,39,BRK2,2.155655146,1.767370462
C8,40,BRK2,2.419490337,2.029803514
C9,1,BRK2,0.342049003,-0.00341756
C9,2,BRK2,0.344155312,-0.002742428
C9,3,BRK2,0.346319318,-0.002009599
C9,4,BRK2,0.34880352,-0.000956573
C9,5,BRK2,0.350823015,-0.000368255
C9,6,BRK2,0.352611899,-1.05471E-05
C9,7,BRK2,0.353982359,-7.1264E-05
C9,8,BRK2,0.355950236,0.000465437
C9,9,BRK2,0.357152432,0.000236456
C9,10,BRK2,0.359723598,0.001376445
C9,11,BRK2,0.361057878,0.001279548
C9,12,BRK2,0.362233669,0.001024162
C9,13,BRK2,0.363505036,0.000864352
C9,14,BRK2,0.364322603,0.000250743
C9,15,BRK2,0.366096765,0.000593728
C9,16,BRK2,0.367241859,0.000307646
C9,17,BRK2,0.368267864,-9.75259E-05
C9,18,BRK2,0.369691223,-0.000105344
C9,19,BRK2,0.371206492,-2.12511E-05
C9,20,BRK2,0.372369409,-0.000289511
C9,21,BRK2,0.37386319,-0.000226906
C9,22,BRK2,0.374485731,-0.001035542
C9,23,BRK2,0.375659257,-0.001293193
C9,24,BRK2,0.377326846,-0.00105678
C9,25,BRK2,0.379449457,-0.000365346
C9,26,BRK2,0.382755101,0.001509121
C9,27,BRK2,0.388463497,0.005786341
C9,28,BRK2,0.398556918,0.014448585
C9,29,BRK2,0.416823059,0.03128355
C9,30,BRK2,0.450584263,0.063613579
C9,31,BRK2,0.513847113,0.125445247
C9,32,BRK2,0.624313593,0.23448056
C9,33,BRK2,0.801858306,0.410594076
C9,34,BRK2,1.058819413,0.666124046
C9,35,BRK2,1.374436975,0.98031038
C9,36,BRK2,1.713529348,1.317971587
C9,37,BRK2,2.038795471,1.641806602
C9,38,BRK2,2.323379993,1.924959898
C9,39,BRK2,2.54568696,2.145835638
C9,40,BRK2,2.720317125,2.319034576
C10,1,BRK2,0.415793985,0.001513
C10,2,BRK2,0.41651845,0.001703159
C10,3,BRK2,0.416272253,0.000922657
C10,4,BRK2,0.416652173,0.000768272
C10,5,BRK2,0.417216063,0.000797857
C10,6,BRK2,0.418099135,0.001146625
C10,7,BRK2,0.417631596,0.000144781
C10,8,BRK2,0.418008149,-1.29715E-05
C10,9,BRK2,0.418818414,0.000262989
C10,10,BRK2,0.419600904,0.000511174
C10,11,BRK2,0.419610113,-1.39222E-05
C10,12,BRK2,0.419442415,-0.000715925
C10,13,BRK2,0.419843793,-0.000848852
C10,14,BRK2,0.420724422,-0.000502528
C10,15,BRK2,0.421146035,-0.00061522
C10,16,BRK2,0.421585083,-0.000710477
C10,17,BRK2,0.422006279,-0.000823586
C10,18,BRK2,0.422447264,-0.000916906
C10,19,BRK2,0.423576057,-0.000322418
C10,20,BRK2,0.423243523,-0.001189257
C10,21,BRK2,0.423912406,-0.001054679
C10,22,BRK2,0.424178779,-0.001322611
C10,23,BRK2,0.425218761,-0.000816934
C10,24,BRK2,0.425429344,-0.001140655
C10,25,BRK2,0.426451802,-0.000652502
C10,26,BRK2,0.42784965,0.000211041
C10,27,BRK2,0.430241257,0.002068342
C10,28,BRK2,0.433532923,0.004825704
C10,29,BRK2,0.43965143,0.010409905
C10,30,BRK2,0.450971246,0.021195415
C10,31,BRK2,0.472932249,0.042622115
C10,32,BRK2,0.513900816,0.083056375
C10,33,BRK2,0.591029763,0.159651026
C10,34,BRK2,0.727894008,0.29598096
C10,35,BRK2,0.951630712,0.519183338
C10,36,BRK2,1.273422599,0.840440929
C10,37,BRK2,1.668377995,1.234862089
C10,38,BRK2,2.08647728,1.652426958
C10,39,BRK2,2.47951746,2.044932842
C10,40,BRK2,2.810909986,2.375791073
C11,1,BRK2,0.404638886,0.003768579
C11,2,BRK2,0.403315812,0.001586704
C11,3,BRK2,0.404250532,0.001662623
C11,4,BRK2,0.405401438,0.001954729
C11,5,BRK2,0.40477854,0.000473029
C11,6,BRK2,0.405519903,0.000355591
C11,7,BRK2,0.405996025,-2.7088E-05
C11,8,BRK2,0.406629056,-0.000252858
C11,9,BRK2,0.40753898,-0.000201734
C11,10,BRK2,0.407851011,-0.000748505
C11,11,BRK2,0.407676578,-0.001781738
C11,12,BRK2,0.409611464,-0.000705653
C11,13,BRK2,0.41063565,-0.000540268
C11,14,BRK2,0.411956996,-7.77228E-05
C11,15,BRK2,0.413333207,0.000439688
C11,16,BRK2,0.413994759,0.000242439
C11,17,BRK2,0.413688868,-0.000922253
C11,18,BRK2,0.415524304,5.4382E-05
C11,19,BRK2,0.414966524,-0.001362199
C11,20,BRK2,0.417064935,-0.000122589
C11,21,BRK2,0.417286634,-0.00075969
C11,22,BRK2,0.418061078,-0.000844048
C11,23,BRK2,0.419077605,-0.000686321
C11,24,BRK2,0.419622332,-0.001000395
C11,25,BRK2,0.420673609,-0.000807919
C11,26,BRK2,0.4225052,0.000164871
C11,27,BRK2,0.423847139,0.000648009
C11,28,BRK2,0.42890355,0.00484562
C11,29,BRK2,0.43641597,0.011499239
C11,30,BRK2,0.45223242,0.026456889
C11,31,BRK2,0.481339574,0.05470524
C11,32,BRK2,0.536379576,0.108886443
C11,33,BRK2,0.635428786,0.207076848
C11,34,BRK2,0.807319105,0.378108382
C11,35,BRK2,1.075763226,0.64569366
C11,36,BRK2,1.441206932,1.010278583
C11,37,BRK2,1.862710953,1.43092382
C11,38,BRK2,2.285799026,1.85315311
C11,39,BRK2,2.667449236,2.233944416
C11,40,BRK2,2.981660604,2.547297001
C12,1,BRK2,0.437860698,-0.004666541
C12,2,BRK2,0.443170041,0.000162361
C12,3,BRK2,0.44439739,0.000909269
C12,4,BRK2,0.445073634,0.001105073
C12,5,BRK2,0.445502311,0.001053309
C12,6,BRK2,0.444830686,-9.87576E-05
C12,7,BRK2,0.446084291,0.000674406
C12,8,BRK2,0.44644627,0.000555944
C12,9,BRK2,0.446696877,0.000326111
C12,10,BRK2,0.44702813,0.000176923
C12,11,BRK2,0.447500229,0.00016858
C12,12,BRK2,0.447854459,4.23699E-05
C12,13,BRK2,0.448143929,-0.000148601
C12,14,BRK2,0.448408216,-0.000364755
C12,15,BRK2,0.448464006,-0.000789406
C12,16,BRK2,0.448949248,-0.000784606
C12,17,BRK2,0.449400157,-0.000814138
C12,18,BRK2,0.449283987,-0.001410748
C12,19,BRK2,0.450025171,-0.001150005
C12,20,BRK2,0.450478077,-0.00117754
C12,21,BRK2,0.450831771,-0.001304287
C12,22,BRK2,0.452040136,-0.000576364
C12,23,BRK2,0.451874673,-0.001222267
C12,24,BRK2,0.452581376,-0.000996005
C12,25,BRK2,0.45272693,-0.001330892
C12,26,BRK2,0.454140633,-0.00039763
C12,27,BRK2,0.45480746,-0.000211244
C12,28,BRK2,0.456313789,0.000814644
C12,29,BRK2,0.457897216,0.00191763
C12,30,BRK2,0.461493015,0.005032988
C12,31,BRK2,0.46747449,0.010534022
C12,32,BRK2,0.478779733,0.021358823
C12,33,BRK2,0.500723243,0.042821892
C12,34,BRK2,0.541245222,0.082863428
C12,35,BRK2,0.616961777,0.158099547
C12,36,BRK2,0.752768099,0.293425441
C12,37,BRK2,0.970935762,0.51111263
C12,38,BRK2,1.288124561,0.827821016
C12,39,BRK2,1.673664927,1.212880969
C12,40,BRK2,2.084606171,1.62334168
D1,1,BRK2,0.417305768,-0.005519614
D1,2,BRK2,0.421587944,-0.002037678
D1,3,BRK2,0.423868626,-0.000557237
D1,4,BRK2,0.425273567,4.74632E-05
D1,5,BRK2,0.425813109,-0.000213237
D1,6,BRK2,0.426090449,-0.000736137
D1,7,BRK2,0.428088665,0.000461838
D1,8,BRK2,0.429512203,0.001085135
D1,9,BRK2,0.429841876,0.000614567
D1,10,BRK2,0.430251151,0.000223601
D1,11,BRK2,0.431601405,0.000773614
D1,12,BRK2,0.432260364,0.000632332
D1,13,BRK2,0.43341437,0.000986097
D1,14,BRK2,0.43348968,0.000261166
D1,15,BRK2,0.433959454,-6.93005E-05
D1,16,BRK2,0.434978455,0.00014946
D1,17,BRK2,0.435006142,-0.000623095
D1,18,BRK2,0.435616106,-0.000813372
D1,19,BRK2,0.436018705,-0.001211013
D1,20,BRK2,0.437441468,-0.000588491
D1,21,BRK2,0.43760249,-0.00122771
D1,22,BRK2,0.438651532,-0.00097891
D1,23,BRK2,0.439962804,-0.000467878
D1,24,BRK2,0.439896673,-0.00133425
D1,25,BRK2,0.440949202,-0.001081963
D1,26,BRK2,0.442285627,-0.000545778
D1,27,BRK2,0.444886953,0.001255306
D1,28,BRK2,0.448389679,0.003957792
D1,29,BRK2,0.455781579,0.010549451
D1,30,BRK2,0.46883291,0.022800541
D1,31,BRK2,0.493610144,0.046777535
D1,32,BRK2,0.54069823,0.093065381
D1,33,BRK2,0.625437677,0.177004591
D1,34,BRK2,0.777119696,0.327886373
D1,35,BRK2,1.019732475,0.56969893
D1,36,BRK2,1.361245751,0.910411954
D1,37,BRK2,1.770601153,1.318967104
D1,38,BRK2,2.191736937,1.739302635
D1,39,BRK2,2.582526684,2.12929225
D1,40,BRK2,2.910353899,2.456319094
D2,1,BRK2,0.393834591,0.000751747
D2,2,BRK2,0.394053966,9.40582E-05
D2,3,BRK2,0.395077288,0.000240316
D2,4,BRK2,0.39626956,0.000555524
D2,5,BRK2,0.397040844,0.000449744
D2,6,BRK2,0.397010952,-0.000457212
D2,7,BRK2,0.398212492,-0.000132735
D2,8,BRK2,0.399194181,-2.81111E-05
D2,9,BRK2,0.399959356,-0.000140001
D2,10,BRK2,0.401108533,0.000132113
D2,11,BRK2,0.402249485,0.000396001
D2,12,BRK2,0.402500868,-0.000229681
D2,13,BRK2,0.40364781,4.01978E-05
D2,14,BRK2,0.405272335,0.000787658
D2,15,BRK2,0.405413181,5.144E-05
D2,16,BRK2,0.406669974,0.00043117
D2,17,BRK2,0.406768531,-0.000347338
D2,18,BRK2,0.407760412,-0.000232521
D2,19,BRK2,0.408463627,-0.00040637
D2,20,BRK2,0.408976495,-0.000770566
D2,21,BRK2,0.41007188,-0.000552245
D2,22,BRK2,0.410759866,-0.000741323
D2,23,BRK2,0.411368012,-0.001010241
D2,24,BRK2,0.412020385,-0.001234932
D2,25,BRK2,0.413318098,-0.000814284
D2,26,BRK2,0.414555758,-0.000453687
D2,27,BRK2,0.416984737,0.001098227
D2,28,BRK2,0.420132428,0.003368855
D2,29,BRK2,0.425943524,0.008302886
D2,30,BRK2,0.437176853,0.018659152
D2,31,BRK2,0.458740175,0.03934541
D2,32,BRK2,0.499346763,0.079074934
D2,33,BRK2,0.573340237,0.152191341
D2,34,BRK2,0.705093622,0.283067673
D2,35,BRK2,0.922318697,0.499415666
D2,36,BRK2,1.237637877,0.813857794
D2,37,BRK2,1.626376987,1.20171988
D2,38,BRK2,2.046055794,1.620521545
D2,39,BRK2,2.445774794,2.019363403
D2,40,BRK2,2.793977022,2.366688728
D3,1,BRK2,0.331535965,-0.003308776
D3,2,BRK2,0.333535194,-0.002756097
D3,3,BRK2,0.336091667,-0.001646175
D3,4,BRK2,0.338048697,-0.001135696
D3,5,BRK2,0.339709312,-0.000921632
D3,6,BRK2,0.34197998,-9.75135E-05
D3,7,BRK2,0.344080865,0.000556821
D3,8,BRK2,0.345581383,0.000610787
D3,9,BRK2,0.346090227,-0.000326918
D3,10,BRK2,0.348483801,0.000620105
D3,11,BRK2,0.350189835,0.000879588
D3,12,BRK2,0.351509035,0.000752237
D3,13,BRK2,0.353262126,0.001058778
D3,14,BRK2,0.354602605,0.000952707
D3,15,BRK2,0.356542766,0.001446317
D3,16,BRK2,0.357433259,0.00089026
D3,17,BRK2,0.359236419,0.001246869
D3,18,BRK2,0.360246152,0.000810051
D3,19,BRK2,0.361137271,0.00025462
D3,20,BRK2,0.361949772,-0.00037943
D3,21,BRK2,0.363192022,-0.000583731
D3,22,BRK2,0.364388883,-0.00083342
D3,23,BRK2,0.365428954,-0.001239899
D3,24,BRK2,0.366506934,-0.00160847
D3,25,BRK2,0.367933214,-0.001628741
D3,26,BRK2,0.369000256,-0.002008249
D3,27,BRK2,0.370363235,-0.002091821
D3,28,BRK2,0.3724401,-0.001461507
D3,29,BRK2,0.375959516,0.000611358
D3,30,BRK2,0.382067412,0.005272705
D3,31,BRK2,0.392012566,0.013771308
D3,32,BRK2,0.410616279,0.03092847
D3,33,BRK2,0.445367843,0.064233482
D3,34,BRK2,0.509133518,0.126552612
D3,35,BRK2,0.619345367,0.235317901
D3,36,BRK2,0.794196546,0.40872255
D3,37,BRK2,1.042009115,0.655088544
D3,38,BRK2,1.343148589,0.954781473
D3,39,BRK2,1.663543224,1.273729563
D3,40,BRK2,1.96933651,1.578076243
D4,1,BRK2,0.326730907,-0.000132729
D4,2,BRK2,0.328585416,0.000446143
D4,3,BRK2,0.329915792,0.000500882
D4,4,BRK2,0.33089447,0.000203924
D4,5,BRK2,0.332675397,0.000709214
D4,6,BRK2,0.33370468,0.00046286
D4,7,BRK2,0.334929943,0.000412487
D4,8,BRK2,0.335955441,0.000162348
D4,9,BRK2,0.337044597,-2.41333E-05
D4,10,BRK2,0.338588238,0.000243871
D4,11,BRK2,0.339171231,-0.000448773
D4,12,BRK2,0.341516197,0.000620557
D4,13,BRK2,0.342029393,-0.000141884
D4,14,BRK2,0.343160272,-0.000286642
D4,15,BRK2,0.344399393,-0.000323158
D4,16,BRK2,0.346100032,0.000101845
D4,17,BRK2,0.346809357,-0.000464466
D4,18,BRK2,0.347954929,-0.000594531
D4,19,BRK2,0.349493444,-0.000331653
D4,20,BRK2,0.35021317,-0.000887564
D4,21,BRK2,0.351158917,-0.001217453
D4,22,BRK2,0.352245092,-0.001406915
D4,23,BRK2,0.353467941,-0.001459703
D4,24,BRK2,0.354996949,-0.001206331
D4,25,BRK2,0.356299818,-0.0011791
D4,26,BRK2,0.358349025,-0.000405529
D4,27,BRK2,0.361674845,0.001644655
D4,28,BRK2,0.366621017,0.00531519
D4,29,BRK2,0.376034528,0.013453064
D4,30,BRK2,0.394963264,0.031106165
D4,31,BRK2,0.428258151,0.063125417
D4,32,BRK2,0.489618361,0.123209991
D4,33,BRK2,0.597304642,0.229620636
D4,34,BRK2,0.773255765,0.40429613
D4,35,BRK2,1.024883032,0.654647768
D4,36,BRK2,1.339722037,0.968211114
D4,37,BRK2,1.683717608,1.310931087
D4,38,BRK2,2.017980337,1.643918157
D4,39,BRK2,2.317008018,1.941670179
D4,40,BRK2,2.563363552,2.186750174
D5,1,BRK2,0.416722894,-0.000935601
D5,2,BRK2,0.417900026,-0.000629486
D5,3,BRK2,0.419077188,-0.000323341
D5,4,BRK2,0.418906868,-0.001364679
D5,5,BRK2,0.421328455,0.000185892
D5,6,BRK2,0.421959102,-5.44783E-05
D5,7,BRK2,0.422794789,-8.98086E-05
D5,8,BRK2,0.423871398,0.000115783
D5,9,BRK2,0.425429046,0.000802414
D5,10,BRK2,0.426390231,0.000892581
D5,11,BRK2,0.427274585,0.000905918
D5,12,BRK2,0.428065628,0.000825944
D5,13,BRK2,0.428515881,0.00040518
D5,14,BRK2,0.429783106,0.000801388
D5,15,BRK2,0.430151194,0.000298459
D5,16,BRK2,0.430813849,9.00965E-05
D5,17,BRK2,0.431717783,0.000123014
D5,18,BRK2,0.432352602,-0.000113184
D5,19,BRK2,0.432618499,-0.000718305
D5,20,BRK2,0.434270322,6.2501E-05
D5,21,BRK2,0.433752716,-0.001326123
D5,22,BRK2,0.435253501,-0.000696355
D5,23,BRK2,0.435792744,-0.001028129
D5,24,BRK2,0.436678946,-0.001012944
D5,25,BRK2,0.436743915,-0.001818992
D5,26,BRK2,0.438319385,-0.001114539
D5,27,BRK2,0.439861655,-0.000443286
D5,28,BRK2,0.441005498,-0.000170461
D5,29,BRK2,0.443246901,0.001199925
D5,30,BRK2,0.446483523,0.003565529
D5,31,BRK2,0.455034226,0.011245215
D5,32,BRK2,0.468935132,0.024275104
D5,33,BRK2,0.495150089,0.049619045
D5,34,BRK2,0.545252681,0.098850615
D5,35,BRK2,0.636437237,0.189164162
D5,36,BRK2,0.794177651,0.346033543
D5,37,BRK2,1.041892171,0.59287703
D5,38,BRK2,1.375523567,0.925637424
D5,39,BRK2,1.766381264,1.315624118
D5,40,BRK2,2.149420738,1.69779253
D6,1,BRK2,0.423312396,-0.00264348
D6,2,BRK2,0.423954099,-0.000872686
D6,3,BRK2,0.424131006,0.000433311
D6,4,BRK2,0.42337811,0.000809505
D6,5,BRK2,0.422536552,0.001097038
D6,6,BRK2,0.421080977,0.000770553
D6,7,BRK2,0.42021963,0.001038296
D6,8,BRK2,0.418304503,0.00025226
D6,9,BRK2,0.417687565,0.000764412
D6,10,BRK2,0.416220814,0.000426752
D6,11,BRK2,0.415067166,0.000402194
D6,12,BRK2,0.413973063,0.000437182
D6,13,BRK2,0.412493646,8.68549E-05
D6,14,BRK2,0.41088739,-0.00039031
D6,15,BRK2,0.409351021,-0.000797589
D6,16,BRK2,0.407743275,-0.001276245
D6,17,BRK2,0.407406181,-0.000484249
D6,18,BRK2,0.405630827,-0.001130512
D6,19,BRK2,0.404887438,-0.000744811
D6,20,BRK2,0.40343684,-0.001066319
D6,21,BRK2,0.401611835,-0.001762233
D6,22,BRK2,0.400545597,-0.001699381
D6,23,BRK2,0.39905718,-0.002058708
D6,24,BRK2,0.397753179,-0.002233618
D6,25,BRK2,0.396610558,-0.002247148
D6,26,BRK2,0.396130294,-0.001598323
D6,27,BRK2,0.395520598,-0.001078928
D6,28,BRK2,0.395457178,-1.32571E-05
D6,29,BRK2,0.397623748,0.003282403
D6,30,BRK2,0.401993126,0.008780871
D6,31,BRK2,0.411762506,0.019679341
D6,32,BRK2,0.432003915,0.041049842
D6,33,BRK2,0.47275269,0.082927704
D6,34,BRK2,0.547796607,0.159100711
D6,35,BRK2,0.677918673,0.290351868
D6,36,BRK2,0.881874681,0.495436966
D6,37,BRK2,1.15498805,0.769679427
D6,38,BRK2,1.476369023,1.09218955
D6,39,BRK2,1.808381319,1.425330877
D6,40,BRK2,2.124425888,1.742504597
D7,1,BRK2,0.381730258,-0.001925174
D7,2,BRK2,0.384101093,-0.000593188
D7,3,BRK2,0.386313915,0.000580787
D7,4,BRK2,0.387095958,0.000323981
D7,5,BRK2,0.388760746,0.000949921
D7,6,BRK2,0.389620513,0.00077084
D7,7,BRK2,0.390567303,0.000678781
D7,8,BRK2,0.390717834,-0.000209535
D7,9,BRK2,0.39194566,-2.05575E-05
D7,10,BRK2,0.393358201,0.000353135
D7,11,BRK2,0.393494368,-0.000549546
D7,12,BRK2,0.394627661,-0.000455102
D7,13,BRK2,0.39613542,1.38093E-05
D7,14,BRK2,0.396680623,-0.000479835
D7,15,BRK2,0.398441821,0.000242515
D7,16,BRK2,0.3995682,0.000330045
D7,17,BRK2,0.400107116,-0.000169888
D7,18,BRK2,0.40095973,-0.000356121
D7,19,BRK2,0.401218534,-0.001136166
D7,20,BRK2,0.402004004,-0.001389544
D7,21,BRK2,0.403657019,-0.000775377
D7,22,BRK2,0.403386265,-0.002084979
D7,23,BRK2,0.405669838,-0.000840254
D7,24,BRK2,0.40668726,-0.000861681
D7,25,BRK2,0.407365263,-0.001222526
D7,26,BRK2,0.409266382,-0.000360254
D7,27,BRK2,0.411216557,0.000551072
D7,28,BRK2,0.412904978,0.001200645
D7,29,BRK2,0.417659014,0.004915833
D7,30,BRK2,0.425221145,0.011439116
D7,31,BRK2,0.439388931,0.024568053
D7,32,BRK2,0.465071648,0.049211923
D7,33,BRK2,0.514035881,0.09713731
D7,34,BRK2,0.602861047,0.184923619
D7,35,BRK2,0.759706199,0.340729922
D7,36,BRK2,1.008286238,0.588271141
D7,37,BRK2,1.356253743,0.935199797
D7,38,BRK2,1.771568894,1.349476099
D7,39,BRK2,2.196925163,1.773793459
D7,40,BRK2,2.607317686,2.183147192
D8,1,BRK2,0.333784133,-0.001755241
D8,2,BRK2,0.335522532,-0.001428204
D8,3,BRK2,0.33741644,-0.000945658
D8,4,BRK2,0.339061439,-0.000712021
D8,5,BRK2,0.340779215,-0.000405607
D8,6,BRK2,0.342618883,2.26983E-05
D8,7,BRK2,0.344202727,0.000195181
D8,8,BRK2,0.345768839,0.000349931
D8,9,BRK2,0.347069204,0.000238934
D8,10,BRK2,0.348862559,0.000620926
D8,11,BRK2,0.350215018,0.000562024
D8,12,BRK2,0.35179159,0.000727235
D8,13,BRK2,0.353040516,0.000564798
D8,14,BRK2,0.354233414,0.000346334
D8,15,BRK2,0.355775893,0.000477451
D8,16,BRK2,0.357062876,0.000353073
D8,17,BRK2,0.358767688,0.000646523
D8,18,BRK2,0.359815419,0.000282891
D8,19,BRK2,0.361224085,0.000280196
D8,20,BRK2,0.361691594,-0.000663657
D8,21,BRK2,0.363336861,-0.000429752
D8,22,BRK2,0.36454922,-0.000628756
D8,23,BRK2,0.365222871,-0.001366466
D8,24,BRK2,0.366841525,-0.001159174
D8,25,BRK2,0.367920101,-0.00149196
D8,26,BRK2,0.369725943,-0.00109748
D8,27,BRK2,0.371495575,-0.00073921
D8,28,BRK2,0.373915613,0.000269466
D8,29,BRK2,0.378759593,0.003702084
D8,30,BRK2,0.386406124,0.009937253
D8,31,BRK2,0.400276214,0.022395981
D8,32,BRK2,0.426924884,0.04763329
D8,33,BRK2,0.475616068,0.09491311
D8,34,BRK2,0.564188063,0.182073742
D8,35,BRK2,0.712537229,0.329011559
D8,36,BRK2,0.93497026,0.550033212
D8,37,BRK2,1.225890517,0.839542091
D8,38,BRK2,1.558858633,1.171098828
D8,39,BRK2,1.893110871,1.503939748
D8,40,BRK2,2.200966358,1.810383916
D9,1,BRK2,0.338127583,-0.002213074
D9,2,BRK2,0.339170158,-0.00254401
D9,3,BRK2,0.341532379,-0.0015553
D9,4,BRK2,0.343873769,-0.000587421
D9,5,BRK2,0.345019072,-0.000815629
D9,6,BRK2,0.347207129,-1.08302E-06
D9,7,BRK2,0.349130332,0.000548609
D9,8,BRK2,0.3505072,0.000551966
D9,9,BRK2,0.352160901,0.000832156
D9,10,BRK2,0.354068041,0.001365785
D9,11,BRK2,0.355227143,0.001151376
D9,12,BRK2,0.356875658,0.00142638
D9,13,BRK2,0.357906044,0.001083255
D9,14,BRK2,0.358568043,0.000371743
D9,15,BRK2,0.359677345,0.000107534
D9,16,BRK2,0.361137241,0.000193919
D9,17,BRK2,0.361662894,-0.000653938
D9,18,BRK2,0.363350183,-0.000340161
D9,19,BRK2,0.364505351,-0.000558504
D9,20,BRK2,0.365622699,-0.000814667
D9,21,BRK2,0.367020786,-0.000790091
D9,22,BRK2,0.367383212,-0.001801176
D9,23,BRK2,0.368706644,-0.001851255
D9,24,BRK2,0.370546132,-0.001385278
D9,25,BRK2,0.371811062,-0.001493859
D9,26,BRK2,0.373775303,-0.000903129
D9,27,BRK2,0.376848698,0.000796755
D9,28,BRK2,0.382547468,0.005122014
D9,29,BRK2,0.391524017,0.012725052
D9,30,BRK2,0.408789486,0.02861701
D9,31,BRK2,0.442395777,0.06084979
D9,32,BRK2,0.503259003,0.120339505
D9,33,BRK2,0.609584749,0.225291744
D9,34,BRK2,0.785278678,0.399612159
D9,35,BRK2,1.0392735,0.652233481
D9,36,BRK2,1.358233213,0.969819665
D9,37,BRK2,1.706583142,1.316796064
D9,38,BRK2,2.04356122,1.652400613
D9,39,BRK2,2.337624311,1.945090294
D9,40,BRK2,2.576537848,2.182630301
D10,1,BRK2,0.411045641,0.000816226
D10,2,BRK2,0.411705941,0.000917725
D10,3,BRK2,0.412593275,0.001246257
D10,4,BRK2,0.412649453,0.000743632
D10,5,BRK2,0.413063586,0.000598963
D10,6,BRK2,0.413338304,0.000314879
D10,7,BRK2,0.413779587,0.00019736
D10,8,BRK2,0.414896905,0.000755877
D10,9,BRK2,0.415034801,0.00033497
D10,10,BRK2,0.41491285,-0.000345783
D10,11,BRK2,0.415285885,-0.000531549
D10,12,BRK2,0.415906012,-0.000470225
